timestamp,gyrox,gyroy,gyroz,accx,accy,accz
10,-56.69,-21.69,36.5,-1.44,-3.35,0.01
20,-71.87,-17.87,38.38,-1.54,-3.04,-0.17
30,-68.12,-15.5,51.25,-1.24,-2.08,-0.55
40,-52.81,-15.13,71.5,-1.24,-2.08,-0.55
50,-34.13,-17.56,88.19,-0.82,-0.95,-1.2
60,-23.19,-23.81,92.75,-0.49,0.55,-2.78
70,-28.5,-33,85.75,-0.42,0.33,-2.68
80,-51.38,-42.81,72,-0.77,-0.33,-1.03
90,-78.62,-52.25,58.25,-0.77,-0.33,-1.03
100,-88.5,-62.06,51.38,-0.84,-0.22,-0.29
110,-69.56,-72.06,52.75,-0.54,0.7,-0.1
120,-35.19,-79.5,54.63,-0.22,1.39,-0.52
130,-7.62,-81.12,50.5,-0.29,0.98,-0.8
140,5.44,-79.12,37.31,-0.29,0.98,-0.8
150,6.56,-76.69,20.37,-0.51,0.24,-1.1
160,-3.56,-73.75,8.5,-0.64,-1.41,-1.5
170,-16.44,-73.31,7.12,-0.32,-1.37,-1.13
180,-21.19,-81.12,15,-0.37,-1.29,-0.69
190,-16.19,-95.5,27.12,-0.37,-1.29,-0.69
200,-7.12,-109.62,41.56,-0.1,0.04,0.35
210,0.31,-121.69,56.06,0.82,2,1.61
220,6.25,-131.75,68.81,1.34,3.06,2.27
230,13.31,-130.31,75.69,2.05,4.99,3.4
240,23.69,-126.5,73.87,2.05,4.99,3.4
250,35.75,-113.75,63.63,2.46,5.77,3.37
260,44.13,-90.12,45.56,2.81,6.24,2.5
270,44.63,-60.81,17.37,2.17,4.36,0.93
280,36.25,-31.37,-17.81,1.82,3.32,0.45
290,22.69,-10.75,-47.63,1.82,3.32,0.45
300,9.13,-0.56,-61.81,1.56,2.88,0.44
310,2.87,1,-63.25,1.9,2.82,0.29
320,9.5,-2.87,-61.88,1.9,2.82,0.29
330,17.25,-7.75,-62.5,2.03,2.85,0.24
340,12.5,-7.06,-65.69,2.1,2.75,0.33
350,-2.31,-1.69,-69.37,2.12,2.19,0.54
360,-17.37,6.56,-72.87,2.07,1.85,0.36
370,-28.62,15.06,-75.37,2.06,1.61,0.1
380,-36.81,20.87,-75.44,1.99,1.47,0.05
390,-41.13,24.5,-74.31,2.17,1.22,0.01
400,-37.19,23.81,-72.44,2.24,1.25,0.07
410,-37.19,23.81,-72.44,2.4,1.27,0.14
420,-35.13,24.87,-74.5,2.5,1.19,0.15
430,-43.13,38.44,-87.06,2.2,0.35,-0.03
440,-51.06,49.94,-93.94,1.99,-0.28,-0.42
450,-63.63,62.5,-96.62,1.61,-1.03,-0.81
460,-77.37,75.62,-93,0.63,-2.29,-1.85
470,-84.44,82.19,-83.75,0.48,-2.42,-2.26
480,-76.56,72,-75.25,0.34,-2.38,-2.83
490,-56.5,49.75,-70.31,0.24,-2.32,-3.29
500,-44.81,26.19,-67.87,0.09,-3.06,-4.17
510,-52,7.5,-66.12,0.05,-3.56,-3.87
520,-67.5,-2.62,-63.75,-0.06,-4.16,-3.37
530,-80.37,-5.56,-56.88,-0.3,-4.91,-2.9
540,-87.25,-5.87,-43.25,-0.47,-5.91,-2.27
550,-85.81,-7.56,-23.19,-0.55,-5.97,-1.84
560,-72.75,-11.56,-0.75,-0.31,-5.49,-1.19
570,-48.06,-14.25,15.19,0.13,-4.57,-0.61
580,-26.25,-14.25,21.31,0.81,-3.09,-0.76
590,-23.19,-10.19,21.75,0.98,-2.75,-1.04
600,-32.06,-4.87,20.44,1.2,-2.51,-1.07
610,-34.56,-3.94,19.12,1.41,-2.16,-0.58
620,-28.37,-6.62,19.44,1.52,-2.03,-0.43
630,-21.94,-9.88,21.44,1.74,-1.81,-0.35
640,-18.56,-12,23.12,2.04,-1.43,-0.25
650,-15.25,-12.38,21.5,2.59,-0.72,0.34
660,-10.13,-10.19,17.06,2.82,-0.46,0.65
670,-4.19,-6.19,10,2.99,-0.3,1.12
680,2.62,1.19,1,3.19,-0.27,1.59
690,10.63,11.31,-8.81,3.3,-0.79,2.15
700,16.12,26.56,-15.94,3.15,-1.37,1.88
710,14.19,44.63,-15.81,2.87,-1.83,1.28
720,8.25,59.94,-8.44,2.79,-1.27,-0.11
730,4.75,71.44,-1.25,2.9,-0.49,-0.74
740,5.06,79.87,2.06,3.33,0.44,-1.54
750,8.88,73.69,-6.12,3.58,1.09,-2.22
760,13.75,53.06,-27.25,3.33,0.39,-3.13
770,14.44,25.25,-52.81,2.57,-1.27,-2.64
780,7.94,2.56,-65.06,1.75,-3,-1.5
790,1.5,-5.75,-54.69,0.99,-4.27,-0.41
800,0.88,1.31,-24.44,0.3,-4.75,0.49
810,6.69,14.19,13.56,0.41,-3.72,0.49
820,17.81,28.19,46.31,0.91,-2.08,0.16
830,32,38.25,62.13,1.49,-0.34,-0.36
840,41.38,43.13,56.69,1.49,1.68,-1.43
850,38.81,43.63,38,2.08,1.59,-1.79
860,26.19,39.25,18.75,1.78,1.43,-1.91
870,0.37,38.25,2.69,-0.31,-0.36,-0.63
