timestamp,gyrox,gyroy,gyroz,accx,accy,accz
10,1.44,-100.81,158.87,0,2.02,-0.11
20,23.06,-110.56,152.94,0.67,2.56,0.83
30,39.88,-104.12,135.5,1.1,2.85,1.64
40,43.31,-79.5,115,0.78,2.82,1.86
50,32.69,-49.13,93.87,0.84,2.58,1.26
60,14,-24.19,74.31,-0.03,2.11,0.54
70,14,-24.19,74.31,-0.83,1.43,-0.56
80,-3.37,-10,58.44,-0.93,1.26,-1.01
90,13.5,-28.06,55.81,-1.63,1.07,-1.12
100,35.75,-57.25,52.31,-2.43,0.93,-1.02
110,47.63,-84.19,41.31,-3.15,0.45,-0.8
120,43.19,-95,27.37,-3.83,-0.17,-0.78
130,22.69,-85.75,20.25,-4.82,-0.8,-0.73
140,1.06,-61,24.81,-5.43,-1.17,-0.77
150,2.44,-36.19,37.13,-5.88,-0.54,-1.88
160,37.44,-29.87,48.75,-5.47,0.45,-3.16
170,37.44,-29.87,48.75,-4.39,1.49,-5.18
180,110.56,-83.44,35.5,-3.56,2.03,-7.22
190,102.25,-137.12,14.94,-2.84,1.99,-8.15
200,78.19,-198.56,-5,-1.56,1.73,-6.78
210,53.88,-251.5,-26.69,-0.7,1.16,-4.63
220,53.88,-251.5,-26.69,-0.5,-1.15,0.99
230,37.31,-286.5,-44.25,-0.41,-1.65,3.74
240,43.13,-277.94,-38.31,0.33,-1.96,5.47
250,60.69,-246.44,-28.44,0.54,-2,6.23
260,73,-209.5,-17,1.57,-1.07,5.55
270,73,-209.5,-17,1.89,-0.26,5.35
280,85.81,-155.31,-5.12,2.36,0.5,4.19
290,116.5,-66.81,-2.69,2.85,1.41,3
300,126.56,-46.63,-13.06,4.18,2.51,1.18
310,131.62,-37.25,-30.37,4.43,2.39,0.56
320,131.62,-37.25,-30.37,4.79,1.7,-0.29
330,131.69,-43.31,-49.31,5.06,-0.86,-1.6
340,87.81,-95.06,-58.69,4.59,-2.1,-0.45
350,65.56,-104.25,-40.31,4.86,-3.02,0.5
360,62.69,-103.81,-8.56,4.73,-3.41,0.99
370,62.69,-103.81,-8.56,6.17,-1.84,0.65
380,69.69,-95,28.06,6.21,-0.18,0.81
