timestamp,gyrox,gyroy,gyroz,accx,accy,accz
10,-144.69,12.06,254.12,0,0,0
20,-178.62,-1.5,204.19,0,0,0
30,-211.62,-18,163,0,0,0
40,-234.75,-26.75,136.75,-5.39,-6.27,-11.42
50,-246,-28.69,122.56,-5.77,-6.21,-11.1
60,-248.5,-31.69,116.37,-6.08,-6.95,-9.93
70,-245.12,-38.31,112.69,-5.5,-7.55,-9.24
80,-238.12,-43.56,96.62,-4.73,-8.29,-8.07
90,-225.06,-57.31,70.62,-4.27,-9.45,-5.48
100,-209.44,-77.25,55.81,-4.89,-8.85,-5.21
110,-189.75,-122.12,51.44,-3.16,-8.54,-4.96
120,-179.12,-182.56,32.63,-5.52,-8.48,-7.68
130,-190.87,-236.44,59.31,-7.59,-8.75,-8.6
140,-205.62,-296.37,119.87,-4.79,-10.62,-8.04
150,-198.94,-284.37,127.25,-3.37,-12.97,-9.25
160,-204.12,-273.56,120.75,-2.78,-16.55,-10.13
170,-218.75,-280.56,104.69,-2.88,-17.75,-10.62
180,-233.12,-296.94,83.69,-3.42,-18.54,-11.5
190,-234.69,-302.94,58.38,-2.92,-20.63,-14.85
200,-238.69,-292.56,15.19,-2.69,-21.61,-15.98
210,-254.87,-283.06,-42.44,-3.2,-21.82,-15.85
220,-241.75,-283.87,-105.81,-2.86,-21.63,-14.91
230,-165.56,-276,-180.31,-1.13,-19.85,-14.33
240,-36.56,-250.81,-259.25,-1.05,-18.49,-15.03
250,98.12,-214.56,-331.37,-0.92,-16.84,-16.38
260,189.69,-176.81,-382.5,-2.03,-9.88,-17.67
270,223.69,-162.12,-391.81,-2.84,-6.94,-18.1
280,233.56,-152.87,-365.12,-3.28,-4.72,-17.41
290,241.62,-141.56,-317.81,-3.69,-4.03,-18.44
300,208.31,-122.5,-277.56,-1.53,-4.58,-19.47
310,171.25,-103.94,-257.69,-0.78,-4.84,-17.99
320,164.37,-86.19,-254.56,-0.43,-5.24,-17.4
330,175.19,-72.12,-266.12,0.89,-4.95,-15.63
340,196.19,-68.37,-287.5,0.7,-4.62,-15.28
350,225.44,-70.19,-309.06,0.52,-4.07,-14.83
360,262.06,-76.5,-323.25,-0.17,-2.99,-15.66
370,282.81,-84.5,-331.75,-0.09,-2.89,-16.92
380,265.56,-92.25,-336.44,-0.3,-2.66,-18.21
390,229.81,-89.87,-338.5,-0.24,-2.17,-18.53
400,213.25,-74.62,-343.25,0.97,-0.81,-19.07
410,205.94,-55,-353.31,1.54,-0.21,-19.78
420,184.5,-34.75,-360.31,0.48,0.8,-20.83
430,184.5,-34.75,-360.31,-1.96,3.67,-22.51
440,93.87,22.5,-313.69,-2.79,4.56,-23.22
450,31.12,68.25,-255.19,-3.11,5.13,-23.79
460,-45.94,125.81,-184.75,-3.09,5.37,-23.86
470,-133.31,184.75,-113.25,-3.36,5.15,-21.79
480,-214.62,237.12,-47.56,-3.45,4.8,-20.26
490,-281.31,276.5,11.88,-3.51,4.32,-18.77
500,-335.81,301.75,65,-3.76,2.42,-15.13
510,-370.75,313.69,111.62,-4.21,1.69,-13.42
520,-375.25,311.69,153.75,-4.48,1.07,-11.75
530,-347.19,298.37,189.81,-4.97,0.09,-10.63
540,-307.62,282.44,210.75,-5.26,-2.92,-10.13
550,-278.37,268.81,214.12,-5.12,-3.62,-10.18
560,-255.69,257.37,203.19,-4.63,-3.84,-9.68
570,-225.25,245.75,182.5,-5.81,-3.16,-8.03
580,-225.25,245.75,182.5,-3.96,-3.19,-7.77
590,-192.25,233.44,167.62,-5.33,-1.81,-7.43
600,-136.75,196.94,148.56,-7.92,-0.28,-6.22
610,-90.94,180.56,171.94,-7.97,-0.91,-6.23
620,-63.69,149.94,198.12,-6.96,-2.28,-7.25
630,-63.69,149.94,198.12,-6.82,-4.08,-8.28
640,-78,129.5,209.44,-5.98,-8.35,-10.01
650,-227.25,81.19,177.44,-5.44,-9.23,-9.18
660,-259.87,74.25,136.25,-5.09,-9.12,-7.42
670,-227,76.06,91.06,-4.87,-7.83,-5.63
680,-227,76.06,91.06,-5,-6.52,-5.15
690,-186.31,67.69,53.13,-4.95,-5.41,-4.75
700,-134.19,21.69,20.75,-5.02,-4.45,-4.45
