timestamp,gyrox,gyroy,gyroz,accx,accy,accz
10,1.81,0.5,-3.44,0,0,0
20,0.62,-0.5,-3.81,0,0,0
30,-0.19,-2.06,-4.37,0,0,0
40,-0.31,-2.44,-4.44,0.09,-0.89,-19.57
50,0.5,-3.12,-3.81,0.09,-0.88,-19.53
60,1.19,-2.37,-2.75,0.02,-0.9,-19.67
70,2.37,-0.31,-2.37,0.12,-0.94,-19.5
80,76.87,-293.5,-85.81,0.44,5,-30.56
90,51,-259.12,-69.31,0.43,5.28,-32.33
100,4.94,-239.12,-59.88,0.36,5.69,-33.76
110,-24.31,-205.19,-56.25,0.16,7.36,-34.14
120,-16.5,-156.37,-49.69,-0.25,7.9,-33.99
130,7.31,-109.75,-34.63,-0.31,7.68,-34.14
140,9.69,-83.25,-21.62,-0.26,7.05,-34.84
150,-18.81,-77.44,-17.19,-0.32,6.65,-36.69
160,-51.75,-80.25,-20.44,-0.71,6.97,-37.91
170,-66.62,-72.19,-26.44,-1.21,7.71,-38.75
180,-51.5,-35.88,-26.56,-1.91,9.41,-39.84
190,-12.13,33.38,-14.63,-2.23,9.81,-39.57
200,24.56,119.81,6.5,-2.36,9.59,-37.93
210,34.31,191.56,29.37,-2.3,7.96,-32.81
220,7.81,234.25,51.81,-1.8,6.66,-30.37
230,-42.75,247.69,70.69,-0.97,5.56,-27.93
240,-86.87,248.44,83.31,0.03,4.68,-25.61
250,-101.62,250.87,87,1.25,3.63,-21.39
260,-86.75,257.25,84.81,2.1,3.25,-20.02
270,-66,266.5,78.62,2.82,2.9,-18.89
280,-57.13,274.81,69.56,3.43,2.79,-16.57
290,-56.31,282.06,60.25,3.82,3.2,-14.69
300,-50.5,288.87,55.69,4.33,3.52,-12.86
310,-43.25,289.62,58.31,5.06,3.34,-11.3
320,-42.06,284.19,59.5,6.38,2.77,-8.86
330,-45.88,275.81,56.25,7.12,2.75,-7.33
340,-44.63,267.56,49.88,7.63,3,-5.7
350,-33.25,261.5,42.69,7.99,3.47,-3.5
360,-18.87,257.75,40.5,8.64,3.32,-2.89
370,-11.25,273.94,44.56,8.81,2.85,-2.37
380,-17.37,284.44,46.25,9.59,2.34,-0.54
390,-27.5,218.81,42.13,9.83,2.21,4.18
400,-29.94,157,34.06,10.44,2.36,6.1
410,-19.56,94.62,27.5,10.38,2.5,6.86
420,-4.56,31.75,24,10.25,1.95,6.84
430,6.62,-27.12,15.75,10.2,1.7,6.52
440,13.44,-81.62,3.5,9.49,1.78,5.9
450,23.31,-128,-5.75,8.27,2.24,4.96
460,35.38,-174.5,-7.75,7.77,1.98,3.8
470,40.31,-221.56,-9.06,7.29,1.51,2.26
480,29.56,-269.5,-15.13,6.71,0.9,0.82
490,12.25,-325.31,-27.25,5.56,0.39,-2.04
500,5.19,-388.25,-43.38,4.7,0.46,-4.73
510,10.38,-453,-60.81,3.81,0.68,-8.28
520,17.81,-536.62,-79.56,1.24,1.78,-12.16
530,34.19,-647.19,-105.94,-0.04,2.88,-21.37
540,60.56,-581.69,-120.06,-1.68,3.13,-27.73
550,56.13,-501.44,-132.19,-1.45,3.79,-32.43
560,33.06,-401.75,-144.69,-2.76,7.84,-35.57
570,22.75,-295.37,-135.62,-4.11,9.62,-35.03
580,29.69,-222.31,-107.94,-5.07,10.56,-35.19
590,30,-180.44,-72.87,-5.4,9.57,-38.67
600,1.87,-153.69,-46.81,-5.59,8.94,-40.08
610,-42.31,-126.69,-33.13,-5.7,8.88,-40.63
620,-76.75,-96.94,-24.56,-5.62,9.22,-40.45
630,-84.69,-61.63,-16.56,-5.34,9.96,-40.48
640,-67.81,-9.63,-7.31,-5.21,10.54,-40.09
650,-35.69,59.44,7.06,-5.02,10.84,-38.97
660,-8.06,127,26.56,-4.3,9.49,-35.36
670,-3.94,179.69,40.19,-3.73,9.18,-32.95
680,-15,218.69,52.19,-3.36,8.98,-30.25
690,-28.5,240.87,67.87,-2.8,7.69,-26.34
700,-47.38,251.44,86.81,-1.88,6.46,-25.04
710,-73.69,251.25,98.87,-0.97,5.45,-24.05
720,-95.19,255.56,100.44,-0.11,5.03,-22.7
730,-96.81,273.31,100,0.59,4.54,-19.39
740,-82.06,294.94,99.69,1.28,4.24,-17.73
750,-67,309.44,98,2.29,3.88,-16.17
760,-57.88,315.06,92.44,3.27,3.74,-13.11
770,-49.44,318,84.94,4,3.83,-11.36
780,-39.69,317.44,81,4.87,3.75,-9.72
790,-31.12,308.75,77.62,5.94,3.48,-8.38
800,-25.37,297,69.81,7.5,3.35,-5.99
810,-17.81,286.69,56.94,8.24,3.69,-4.69
820,-7.12,283.25,42.44,8.45,4.21,-3.53
830,0.44,287.87,34.5,9.26,4.84,-1.9
840,3.62,301.19,31.44,9.34,4.93,-0.2
850,2.19,270.5,31.62,9.81,5.08,2.64
860,0.81,210.19,35.56,9.93,5.15,4.23
870,-4.19,159.31,42.88,10.74,4.34,6.1
880,-17.25,100.12,47.13,11.04,3.59,6.7
890,-24.94,42,39.81,11.07,3.1,7.18
900,-17.19,-10.69,27.69,11.03,2.63,8.2
910,6.37,-64.37,15.06,10.66,2.36,7.97
920,38.31,-116.25,2,10.12,2.3,7.08
930,65.12,-165,-11.69,9.33,2.6,5.92
940,77.62,-214,-20.75,7.69,3.15,3.47
950,75.31,-265.94,-24.81,6.72,3.06,2.04
960,66.56,-318.81,-28.37,5.69,3.04,0.76
970,61.75,-374,-30.62,3.54,2.4,-2.68
